industry,company_size,source,interaction_count,email_open_rate,days_since_creation,converted
healthcare,1-10,ads,4,47.219894975817766,41,1
manufacturing,201-500,ads,2,43.39960487531948,2,0
healthcare,1-10,website,2,16.46110192191102,18,0
finance,500+,referral,3,16.961362094314534,2,1
technology,201-500,email,5,6.789589374021291,29,1
technology,11-50,cold_call,3,9.646175324394592,2,0
healthcare,500+,website,3,37.269144124082324,1,1
finance,1-10,ads,2,21.878527445457706,10,0
retail,11-50,cold_call,1,44.25781036656788,83,0
healthcare,51-200,ads,3,10.22202251217395,37,0
retail,11-50,linkedin,4,6.112248523765359,0,0
education,500+,linkedin,2,52.293902989528576,10,0
manufacturing,1-10,website,1,20.744647164626787,0,0
technology,11-50,linkedin,5,21.291366322770173,10,1
finance,51-200,linkedin,2,2.222913818228204,34,0
technology,51-200,ads,2,31.586220853016144,42,0
technology,11-50,ads,5,22.265076492916943,48,0
other,11-50,website,1,9.985203119230102,72,0
technology,201-500,event,3,32.843131423815315,13,0
finance,1-10,email,6,44.76191073963981,59,0
retail,201-500,ads,4,17.166478837025323,39,1
retail,51-200,ads,6,39.90509490274148,23,1
finance,51-200,other,0,39.26423943982121,92,0
technology,51-200,linkedin,3,3.5971074570124344,88,0
healthcare,1-10,event,5,8.750255608387622,68,0
finance,51-200,linkedin,3,13.263806499927448,6,1
technology,201-500,cold_call,4,14.828373251255943,6,0
healthcare,11-50,ads,1,24.97121347717356,69,0
technology,500+,referral,7,45.184465037469174,15,1
technology,11-50,email,2,25.5926176501121,47,0
healthcare,1-10,website,4,32.477163812652556,34,0
technology,11-50,ads,4,39.16000862447753,43,1
finance,500+,website,1,27.75810546036,0,0
retail,11-50,email,3,15.957222133697599,16,0
manufacturing,201-500,linkedin,3,12.191509904522443,58,0
technology,201-500,linkedin,6,18.860161530002884,20,1
technology,11-50,referral,4,46.090265240201404,35,1
technology,1-10,linkedin,3,17.037844701294823,42,1
retail,51-200,website,3,5.11671889156832,3,0
retail,11-50,ads,3,33.63146011883019,5,0
technology,51-200,referral,3,5.152072586724446,38,1
education,11-50,linkedin,4,19.540840381145873,1,0
technology,11-50,website,3,14.874018574704637,12,0
finance,51-200,linkedin,1,26.717727140506682,75,0
retail,11-50,linkedin,4,11.6940219794692,25,1
education,11-50,linkedin,5,23.731210582890935,72,1
retail,11-50,other,5,27.440327817774175,11,0
manufacturing,11-50,linkedin,3,3.3316012478051897,30,0
healthcare,11-50,email,3,8.280096807581009,10,0
manufacturing,201-500,linkedin,5,41.42216267384043,3,1
technology,11-50,linkedin,3,28.18603520425163,140,0
education,11-50,website,2,35.99094906877156,5,0
finance,51-200,referral,3,22.341779491550056,6,0
manufacturing,11-50,other,1,69.50264435461273,55,0
finance,11-50,cold_call,4,14.154277033502217,48,1
retail,500+,email,5,72.4516101798031,114,1
finance,51-200,website,3,9.1156482497639,2,1
retail,51-200,referral,3,39.435935082245756,2,0
technology,51-200,referral,1,39.00275481167068,17,1
technology,1-10,cold_call,2,31.842235826464442,26,0
technology,51-200,website,2,33.25130843129514,1,1
technology,11-50,website,6,8.165785973615257,5,1
education,11-50,ads,5,33.50053028140554,36,1
technology,11-50,linkedin,4,12.202690983781395,33,0
other,1-10,cold_call,6,17.769711719929983,2,0
healthcare,1-10,ads,4,24.548385242354804,80,1
technology,500+,referral,1,34.707227538155585,8,1
manufacturing,11-50,linkedin,6,12.995787901883471,65,1
retail,11-50,event,2,4.078105310043419,76,0
finance,1-10,linkedin,2,37.018200153923566,20,1
finance,1-10,event,3,54.07854143163051,15,0
retail,51-200,linkedin,5,49.56003849770416,9,1
technology,11-50,cold_call,3,33.53944140183343,49,0
other,11-50,email,3,43.81273196071053,6,0
other,1-10,linkedin,1,39.480651241547534,29,0
retail,51-200,website,2,41.014422548862164,25,0
technology,1-10,ads,3,45.807858719991174,8,1
retail,1-10,linkedin,1,13.681200446720393,122,0
technology,11-50,event,1,28.101306421481958,56,0
technology,11-50,referral,4,72.28958154309791,0,1
healthcare,1-10,referral,2,25.54818227671764,16,0
finance,51-200,linkedin,4,30.56368993269245,13,1
education,51-200,referral,4,20.21908965693321,64,0
retail,201-500,event,1,52.838777464914344,9,0
retail,11-50,referral,3,17.366367283174792,194,0
finance,1-10,other,3,30.330047387183694,6,1
healthcare,11-50,cold_call,1,3.6674957139419586,8,0
healthcare,500+,linkedin,3,9.497619287801355,32,0
other,51-200,linkedin,2,77.36635965444667,5,0
technology,51-200,event,5,41.08150191260587,65,1
education,1-10,referral,5,19.695286571083397,3,1
finance,11-50,linkedin,6,14.679754120699586,122,0
finance,1-10,ads,3,32.745824564642376,62,0
retail,51-200,website,2,45.5924083860188,54,0
finance,500+,email,1,5.100353834786095,15,1
education,500+,linkedin,2,22.597839987208996,21,0
education,11-50,linkedin,1,15.221222994841439,18,1
finance,11-50,cold_call,3,47.704061684694935,131,0
healthcare,500+,email,4,9.58242445739725,1,0
finance,51-200,website,4,19.26598131803436,14,1
education,1-10,email,1,12.09361381521365,103,0
technology,11-50,referral,1,23.461437039082288,13,1
retail,1-10,email,5,4.506607659637521,15,1
retail,11-50,referral,3,29.485716868038004,29,0
retail,11-50,ads,0,20.558933679135073,71,0
technology,51-200,email,8,16.42772775540634,10,1
retail,11-50,referral,2,15.695306305548751,88,1
education,1-10,other,5,17.433553668904725,9,1
technology,11-50,ads,3,16.92834942230879,50,1
technology,201-500,cold_call,2,24.09668564780215,9,0
other,51-200,cold_call,7,22.60977206674083,2,1
technology,11-50,ads,0,5.218154797748027,50,0
education,500+,email,3,10.001939684156167,17,1
finance,201-500,referral,4,7.980840552254544,14,1
technology,1-10,cold_call,4,11.30591760438701,16,1
education,1-10,referral,4,40.839727104505116,28,1
finance,51-200,email,8,17.54632516848536,9,1
finance,201-500,referral,4,30.12094331258359,8,1
healthcare,500+,ads,2,23.392544824505222,19,0
finance,201-500,linkedin,1,2.304176915764221,1,1
technology,51-200,referral,2,9.942987120699058,30,1
healthcare,11-50,email,0,20.07571408889109,51,0
other,1-10,website,4,8.925659773561295,38,1
healthcare,1-10,website,3,11.254632312578543,19,1
retail,11-50,ads,1,29.881420262871423,24,1
healthcare,51-200,referral,3,45.30005942879048,0,0
manufacturing,51-200,linkedin,6,25.9596035162998,73,1
technology,51-200,event,4,36.690655147411135,24,1
other,11-50,other,1,19.17786690555598,11,0
finance,51-200,referral,1,33.75883930471043,10,1
technology,1-10,linkedin,3,19.49357953571063,32,0
technology,11-50,linkedin,3,58.36256489065666,26,1
technology,51-200,website,7,12.584436214315076,6,1
finance,51-200,website,5,27.557638820774105,15,1
healthcare,500+,email,7,41.13769577723181,33,1
manufacturing,11-50,ads,3,15.303855369406834,10,0
finance,11-50,email,2,29.73336407764751,21,0
technology,11-50,website,4,43.71000494443312,8,1
retail,11-50,ads,2,30.6358902049909,2,0
retail,201-500,website,6,12.443784081029532,14,0
technology,51-200,linkedin,3,15.917359006171086,39,1
technology,201-500,referral,1,31.247827812729632,7,0
technology,1-10,cold_call,2,32.222321614338625,42,0
retail,201-500,referral,6,33.00442514398906,33,0
retail,1-10,event,4,63.89717541085955,21,0
finance,201-500,website,3,48.00461199373534,106,0
manufacturing,11-50,linkedin,4,4.772836817456269,64,1
manufacturing,11-50,website,3,16.399076077977888,24,1
finance,11-50,website,4,31.207409556338888,24,0
education,500+,referral,2,27.51349182840389,9,1
technology,1-10,linkedin,7,6.63642956704681,75,0
technology,11-50,referral,3,17.29131921511865,67,0
healthcare,201-500,linkedin,4,43.402730864443164,40,1
technology,11-50,linkedin,6,5.310405860124971,4,1
finance,1-10,referral,4,3.9300294548879484,36,1
education,11-50,ads,2,38.416328875344675,8,1
technology,11-50,cold_call,6,4.377673569570664,6,0
technology,201-500,referral,2,50.07259807048392,42,1
finance,51-200,email,3,30.213380565397756,96,0
education,11-50,website,2,18.643812445478186,3,0
healthcare,500+,email,4,20.22396662311732,5,1
finance,11-50,ads,6,37.93528546707768,7,0
technology,1-10,cold_call,2,23.041210667055697,98,0
technology,11-50,website,2,25.45549596401887,35,1
other,11-50,event,6,41.08957467554725,34,0
other,1-10,referral,2,55.96429013689354,21,1
technology,500+,linkedin,1,17.63390254499101,23,0
other,51-200,website,6,13.292838329862983,10,1
retail,11-50,linkedin,4,65.35023805406645,5,1
education,51-200,referral,4,6.470788870636469,45,1
finance,51-200,linkedin,2,14.609561925403858,19,0
finance,500+,website,1,6.867399630710828,8,1
finance,201-500,other,4,30.475312805677156,30,0
retail,11-50,referral,5,30.474409691722528,7,1
technology,51-200,event,5,17.546022130580987,20,1
technology,51-200,website,2,56.36496019116542,6,0
healthcare,51-200,referral,2,23.796686307560535,42,0
retail,1-10,cold_call,3,39.210043943892614,11,0
technology,1-10,cold_call,7,30.737182666596656,17,1
retail,11-50,email,3,17.778746990794687,42,0
other,11-50,ads,5,38.96300011923749,32,0
technology,1-10,website,4,49.30706067026283,15,1
retail,51-200,ads,2,13.955553643172541,2,0
finance,1-10,referral,0,29.38656724932544,76,0
education,51-200,referral,4,16.03325176933091,0,0
technology,11-50,event,0,11.485697474043723,39,0
retail,500+,cold_call,1,18.80979868115992,87,0
manufacturing,11-50,referral,1,44.77748910170188,10,0
education,1-10,linkedin,6,54.70097395510503,2,1
retail,51-200,event,2,64.42627834981263,8,1
finance,201-500,linkedin,7,28.590530988512803,11,1
retail,500+,website,4,46.76522424861735,18,0
education,11-50,linkedin,6,19.704156509886502,22,1
finance,11-50,referral,5,19.317729258140446,38,0
technology,201-500,other,1,48.77268723610493,69,1
education,1-10,linkedin,4,30.705282577491943,18,1
retail,51-200,referral,3,57.74005672187707,41,0
retail,11-50,ads,5,5.698560425436918,4,0
technology,1-10,cold_call,1,50.18359322377122,11,0
retail,11-50,event,3,23.567536706239366,3,0
healthcare,11-50,ads,5,36.97077590834324,35,1
retail,51-200,linkedin,3,27.372483211561622,71,1
technology,500+,website,0,32.11832038366733,65,0
retail,11-50,ads,2,33.57599583580229,11,0
other,201-500,website,2,39.81069734325622,8,0
technology,1-10,linkedin,3,16.417181455124425,9,0
other,11-50,linkedin,4,8.857861655105777,10,0
finance,1-10,website,4,44.329782823458636,2,0
education,500+,ads,3,21.394160412288084,4,1
manufacturing,51-200,event,0,8.597264913052767,7,1
finance,51-200,linkedin,2,10.990360592808942,0,1
retail,201-500,ads,2,26.276955763545846,1,0
education,51-200,other,9,23.793626442842548,35,0
finance,500+,referral,3,6.434637601051723,28,1
healthcare,51-200,email,5,33.81500563573614,87,1
retail,500+,linkedin,3,11.750280580574254,15,1
manufacturing,11-50,website,4,1.6935548879250812,17,0
manufacturing,1-10,email,2,10.900805994436409,2,0
manufacturing,11-50,ads,0,9.877666814806382,4,0
finance,1-10,event,1,15.154306102215198,35,0
manufacturing,51-200,website,0,14.126674946898493,8,0
technology,11-50,referral,2,15.9712109721616,44,0
finance,51-200,website,5,43.388268834991685,36,1
technology,1-10,website,3,42.431022096418886,41,0
healthcare,1-10,linkedin,3,23.925649817207454,35,0
healthcare,11-50,referral,2,39.87071640471834,36,1
healthcare,500+,ads,1,32.12942727811855,23,1
retail,11-50,referral,3,27.434288137853542,34,0
healthcare,11-50,email,2,28.981081813131702,22,1
finance,51-200,referral,2,18.890672278953087,6,1
technology,51-200,cold_call,3,42.60626666529915,7,1
healthcare,11-50,ads,1,14.999742120760443,15,0
technology,11-50,referral,0,22.644341491844898,0,1
technology,1-10,email,3,48.66884889961792,66,0
retail,500+,website,3,21.629666578423336,9,1
retail,1-10,website,5,10.429669373729691,1,0
retail,11-50,linkedin,2,40.82187449756772,16,0
finance,1-10,referral,3,28.308005125635454,50,0
healthcare,1-10,ads,3,19.535896331992326,15,0
education,51-200,other,2,36.61041144745446,9,1
finance,1-10,ads,6,49.68135011303861,23,1
finance,1-10,cold_call,5,31.660849563652878,25,0
technology,11-50,website,3,35.03029527523076,42,1
healthcare,1-10,ads,1,51.38474471543159,48,0
healthcare,1-10,website,3,54.43802061465666,36,0
healthcare,201-500,event,4,15.898944131829627,0,1
finance,51-200,cold_call,2,4.63841297850671,0,1
finance,201-500,linkedin,2,24.05069584910061,113,0
retail,201-500,ads,3,19.1181882105568,9,1
manufacturing,51-200,ads,2,24.479528977796797,9,0
manufacturing,1-10,linkedin,1,32.722937429379904,39,0
retail,51-200,website,1,39.88200387584763,26,1
other,201-500,event,3,9.964270049123183,18,0
technology,51-200,referral,3,44.079382470272165,3,1
technology,11-50,email,3,36.768682471492184,2,1
technology,1-10,website,0,26.780577369508467,36,0
retail,201-500,referral,4,10.44142806448419,3,1
education,51-200,linkedin,3,21.35055537145516,17,0
technology,500+,email,5,29.5848211632788,39,1
education,1-10,event,8,6.780791495051805,76,0
technology,1-10,website,3,39.61239123030689,62,0
education,1-10,linkedin,2,47.874422366961,59,0
healthcare,51-200,ads,5,29.796859329785256,13,1
technology,1-10,linkedin,3,23.263248530919807,78,0
finance,1-10,website,0,34.6644132763995,34,0
healthcare,500+,email,4,37.95543118729753,65,0
healthcare,1-10,linkedin,1,66.53620604725461,2,0
healthcare,201-500,event,1,23.479723694946028,1,1
manufacturing,11-50,website,2,19.946769757300775,16,1
finance,201-500,website,1,24.473933890808393,52,1
healthcare,51-200,other,3,23.71290678408549,15,0
retail,201-500,linkedin,5,10.437187128621666,64,0
retail,500+,cold_call,4,21.453677157870768,8,1
healthcare,1-10,linkedin,3,24.32033409973399,1,1
finance,1-10,referral,3,41.90140242567232,42,1
technology,11-50,event,4,7.575607851570368,29,1
technology,51-200,cold_call,3,38.31099821309307,17,0
retail,201-500,website,3,60.234573244377934,55,0
technology,11-50,website,2,25.65836663896911,52,0
finance,51-200,email,3,13.853982830701506,11,1
retail,1-10,event,4,47.5821303202784,54,0
technology,201-500,linkedin,2,28.526133668138932,12,1
finance,500+,event,8,42.40043717848987,29,1
healthcare,11-50,referral,2,20.81004452764132,6,1
other,11-50,referral,1,48.22096316916747,9,0
finance,1-10,referral,8,31.092070041149245,17,1
manufacturing,51-200,website,2,39.44384609001706,11,0
finance,11-50,cold_call,3,26.23778940900698,4,0
technology,1-10,website,1,36.875677201734604,19,0
retail,11-50,other,3,0.6881788104228899,21,0
other,11-50,linkedin,6,11.370007156964666,5,1
retail,11-50,email,3,42.487114455908795,5,0
manufacturing,51-200,event,2,48.67982664109858,0,1
education,1-10,website,2,15.008548729697877,0,0
technology,51-200,website,2,23.170171295080138,13,1
technology,51-200,website,4,31.73293241218981,4,1
retail,11-50,event,3,15.523560738533531,75,0
finance,1-10,event,1,37.85674162929041,6,0
manufacturing,51-200,linkedin,5,38.735441139975066,2,1
education,500+,event,2,54.250389653182104,15,1
healthcare,1-10,referral,3,25.684946511016737,6,1
technology,11-50,ads,3,43.50265675031265,1,1
manufacturing,1-10,event,5,25.49633158355335,41,0
healthcare,51-200,referral,4,28.616778067060256,24,1
manufacturing,1-10,event,6,21.895748409126263,1,0
finance,11-50,ads,4,32.37122453241189,18,0
retail,51-200,linkedin,1,32.23225369073568,1,0
technology,51-200,referral,4,12.71022402107232,13,1
retail,11-50,linkedin,2,15.372768611724059,13,0
finance,11-50,email,2,2.9192602099613345,51,0
finance,51-200,ads,5,27.172521941208437,39,1
technology,1-10,referral,2,41.008818243306685,68,0
retail,1-10,linkedin,2,6.304511195398879,4,0
education,201-500,ads,1,23.52646661927915,22,0
technology,1-10,email,4,47.96718976701084,0,1
technology,51-200,linkedin,2,21.08777939790409,52,0
technology,500+,website,4,3.874561636480548,13,1
retail,11-50,cold_call,0,25.183179136579458,2,0
retail,11-50,website,3,18.235745548590852,11,0
finance,51-200,event,6,11.536512585463443,10,0
technology,201-500,linkedin,3,32.267700195019636,43,0
healthcare,500+,ads,1,13.340432067285452,4,0
finance,51-200,cold_call,4,46.01254510390106,24,0
finance,1-10,email,0,24.440240787632387,47,0
other,51-200,website,2,36.00231788001333,40,0
technology,11-50,website,4,31.910072555662882,82,1
retail,11-50,referral,1,4.871965247941164,0,0
finance,1-10,linkedin,3,13.549443380294354,13,0
finance,1-10,email,5,19.30006995495198,13,0
retail,51-200,website,2,15.256143189286387,1,0
retail,11-50,referral,1,28.011154073589893,50,0
other,11-50,cold_call,5,21.419581427042,35,0
technology,11-50,ads,1,15.56608795001781,22,0
technology,201-500,ads,2,30.95936611201467,15,1
retail,51-200,event,2,15.35530621037386,67,0
finance,11-50,email,2,40.76851093906187,9,0
healthcare,1-10,website,2,46.600672833056436,12,0
technology,11-50,linkedin,1,20.525984749051325,91,1
technology,500+,ads,2,29.22063751439316,2,0
education,51-200,website,3,30.56249305907229,45,0
technology,11-50,referral,3,25.928073813123326,37,0
healthcare,51-200,event,0,26.897039566444704,69,0
technology,11-50,cold_call,5,10.644532785155024,2,0
healthcare,201-500,event,7,6.658456035195673,105,1
technology,11-50,referral,3,77.88265161365405,0,1
finance,1-10,email,1,25.0724670854499,12,1
technology,1-10,referral,3,21.448521732276895,2,1
manufacturing,11-50,linkedin,1,22.868548825165384,1,0
technology,500+,linkedin,3,26.40711262426873,100,0
finance,11-50,referral,3,9.151242227483621,38,1
education,201-500,cold_call,1,23.196937338951034,21,0
retail,51-200,ads,5,14.074305313928997,3,0
finance,1-10,ads,4,6.807954152399648,22,1
healthcare,1-10,other,0,41.99588328962201,11,1
healthcare,1-10,linkedin,3,44.891416906508155,9,0
retail,51-200,email,1,31.166111346643817,28,0
other,1-10,ads,11,22.879820194821903,46,0
retail,11-50,linkedin,0,8.850695134066216,17,0
finance,11-50,cold_call,4,51.10289955582268,20,1
retail,51-200,linkedin,3,5.447421771575881,31,1
finance,1-10,website,3,17.91680188546554,3,0
technology,11-50,ads,0,48.44567898910472,52,0
finance,11-50,linkedin,1,22.084280929542185,54,0
other,11-50,linkedin,4,12.081302340251481,23,0
technology,201-500,linkedin,7,41.20721929747881,6,1
retail,1-10,linkedin,1,72.4658870496056,20,0
technology,201-500,email,0,28.046553548217695,3,1
finance,51-200,referral,2,45.20144243788824,43,1
technology,51-200,ads,4,27.102558720157756,11,1
finance,51-200,referral,2,40.44037570365049,11,1
manufacturing,11-50,cold_call,3,27.96306651303618,87,0
healthcare,1-10,cold_call,3,72.75990371111196,16,0
retail,51-200,email,1,2.329760394987793,46,0
manufacturing,11-50,cold_call,3,35.03727544012575,30,0
education,51-200,ads,2,2.897248873812853,11,0
technology,11-50,referral,4,21.44453585903015,3,1
healthcare,201-500,website,4,24.450484251552567,47,1
technology,51-200,website,2,28.091496119881043,43,0
other,1-10,referral,1,13.129556446624497,5,0
education,11-50,referral,3,42.1311860773133,8,0
finance,51-200,other,2,11.776782371633578,43,0
manufacturing,51-200,event,5,16.490911830201014,123,0
finance,11-50,referral,3,14.557705394046897,55,1
retail,201-500,email,3,44.80857228804849,34,1
technology,11-50,ads,7,11.729530126503056,74,1
manufacturing,11-50,linkedin,4,74.51978581501017,10,0
technology,201-500,referral,2,18.344805143000364,0,0
manufacturing,201-500,referral,4,21.895810851787328,11,1
manufacturing,51-200,linkedin,3,33.77625292450927,107,0
retail,201-500,event,3,32.035038600881734,64,0
technology,1-10,referral,6,53.40325231330687,1,1
healthcare,201-500,website,2,44.74718056714482,20,0
healthcare,11-50,linkedin,0,12.672155550411517,2,0
healthcare,1-10,linkedin,3,29.65169757043463,46,1
technology,1-10,cold_call,3,32.34252798524037,13,0
education,11-50,website,1,4.762402011161227,72,0
finance,11-50,other,3,19.972350302791213,1,1
healthcare,11-50,other,0,11.2743456973595,39,0
healthcare,1-10,referral,2,30.203952828153763,15,0
finance,11-50,ads,4,5.437207436547782,9,0
retail,51-200,event,6,10.46570705035261,21,1
finance,11-50,other,3,28.653638433187,19,0
education,11-50,website,3,14.061443953642621,12,1
finance,51-200,email,0,6.584444756992775,31,0
other,201-500,email,7,33.71350407539167,32,1
education,51-200,referral,3,36.52337179950482,2,1
technology,11-50,website,4,25.089457902345654,27,1
education,51-200,event,5,19.140256641974986,37,1
technology,1-10,website,2,26.749390866629795,2,1
manufacturing,1-10,linkedin,0,6.992086531086788,32,0
healthcare,11-50,ads,1,40.412662716794145,48,0
education,201-500,linkedin,1,46.52724291338576,53,0
education,1-10,ads,2,19.398765918521494,1,0
manufacturing,1-10,cold_call,2,40.61917585387707,35,0
manufacturing,1-10,linkedin,3,7.171944460711926,47,1
healthcare,201-500,ads,2,81.21706225771094,15,0
technology,51-200,ads,3,23.123361252654018,23,1
finance,11-50,website,3,17.022097111246246,9,1
technology,51-200,website,6,23.49217764675744,11,0
retail,11-50,ads,4,53.91953703725791,20,0
healthcare,51-200,linkedin,4,49.59623028081409,4,1
other,1-10,ads,1,26.88584494106616,13,0
retail,201-500,website,0,16.494434215312854,10,0
manufacturing,11-50,ads,4,10.9636452937968,8,0
technology,51-200,cold_call,2,43.998847874430496,19,0
education,1-10,referral,7,44.04920115903426,54,1
education,11-50,linkedin,3,33.41575198640718,8,0
finance,11-50,email,1,32.70945037409756,32,1
retail,11-50,ads,1,14.952456453196017,8,0
manufacturing,1-10,website,4,23.220931729872962,4,0
technology,51-200,ads,3,46.89186983365049,86,1
finance,1-10,website,4,32.27391950839133,30,0
healthcare,51-200,email,3,37.77986685011248,3,1
technology,201-500,cold_call,2,30.81987370077905,30,0
healthcare,51-200,ads,0,35.40056040704819,5,1
technology,51-200,ads,1,57.72014215221045,65,0
technology,51-200,referral,3,14.047229866456867,8,1
technology,11-50,cold_call,3,30.073276915405806,49,0
other,201-500,cold_call,3,37.53028932064235,6,0
finance,11-50,linkedin,1,27.91867757799224,24,0
other,51-200,linkedin,6,9.400752997673333,73,1
finance,51-200,referral,2,19.919370821202158,10,1
healthcare,11-50,linkedin,2,35.4321131959013,2,1
finance,11-50,ads,5,29.28086804512538,24,0
finance,11-50,linkedin,4,6.499497329551152,5,1
technology,201-500,website,4,18.936919954600352,39,1
retail,500+,cold_call,2,17.814906196179287,26,1
technology,11-50,other,8,22.21481032098485,12,1
retail,51-200,referral,5,13.905309479715399,36,1
retail,201-500,website,5,14.485609864098992,8,1
technology,1-10,event,7,28.46089235989433,74,0
technology,1-10,linkedin,2,58.64814499669156,12,1
manufacturing,51-200,website,2,24.65900574832458,43,0
finance,201-500,referral,3,42.1005392815985,8,1
technology,201-500,ads,6,26.040721464842946,37,1
other,11-50,referral,2,15.136440241574595,0,1
technology,1-10,linkedin,6,30.768331782128467,10,1
retail,11-50,website,6,23.094258670962805,2,1
other,1-10,ads,4,32.47952433290081,18,0
technology,11-50,ads,5,12.808509892292626,17,1
technology,51-200,linkedin,4,34.30038179125391,13,1
technology,1-10,event,2,43.33118089532469,119,0
healthcare,201-500,referral,2,35.514353989337465,8,0
technology,11-50,website,6,21.272350222435243,46,1
retail,51-200,website,5,24.20603538102931,17,1
technology,1-10,referral,2,6.488887262470214,12,1
finance,11-50,linkedin,2,21.441920411934934,6,1
other,1-10,email,4,22.52545310976311,30,0
manufacturing,500+,linkedin,3,40.18558466544647,12,1
retail,201-500,linkedin,3,17.091566490623457,50,1
healthcare,11-50,email,6,42.016762439183346,103,1
retail,1-10,ads,3,29.052730791268377,7,0
finance,500+,ads,4,31.0882993362429,4,1
finance,11-50,referral,4,67.01292188652718,11,1
technology,1-10,referral,4,42.368479801408796,18,1
education,51-200,email,4,30.71918593841934,10,0
finance,500+,website,5,3.4107183532786753,105,1
technology,1-10,website,0,15.234609471953398,45,0
healthcare,1-10,email,3,15.452259151381863,101,0
finance,500+,ads,1,20.480112515055875,14,1
manufacturing,1-10,ads,3,31.598774761906284,10,0
retail,1-10,referral,10,9.932971494786585,15,0
manufacturing,51-200,ads,3,37.300774722142386,22,1
technology,201-500,other,3,15.442537790842984,40,0
finance,11-50,event,2,21.764775361936273,63,0
finance,500+,linkedin,2,19.655186547958657,18,0
technology,51-200,linkedin,1,19.075744882545763,10,1
healthcare,1-10,linkedin,4,25.078450222784337,11,1
manufacturing,500+,ads,4,59.34414592019981,35,1
technology,11-50,linkedin,5,38.06049062182204,25,1
finance,11-50,website,6,26.780393527251622,19,1
technology,51-200,event,2,25.61870473840873,6,0
technology,11-50,email,2,5.367912720150728,62,0
technology,1-10,ads,2,25.77744617188975,45,1
other,1-10,referral,2,14.52509267659714,4,0
manufacturing,11-50,website,1,18.99528721938674,13,0
other,201-500,event,2,66.27556322068287,23,1
finance,51-200,event,4,48.51646594303432,18,1
technology,500+,cold_call,4,34.52442318226013,15,1
finance,11-50,website,3,12.525367396720725,38,0
finance,11-50,website,2,6.782170829967613,1,0
manufacturing,1-10,linkedin,2,16.617994476748972,19,1
technology,1-10,website,2,8.069686376170711,9,1
finance,11-50,ads,1,38.69007956103209,2,1
technology,51-200,referral,2,41.521503391445265,18,0
healthcare,201-500,website,3,60.11153815073534,5,1
retail,500+,ads,2,34.20797131456988,8,0
finance,1-10,linkedin,3,13.705370233699602,21,0
healthcare,201-500,linkedin,5,18.350038528212558,109,1
healthcare,11-50,linkedin,5,34.93266187344563,34,0
finance,1-10,linkedin,1,43.52951978884739,9,0
manufacturing,201-500,linkedin,3,37.7269206600398,14,1
education,51-200,ads,6,33.13791338119998,15,1
other,1-10,ads,3,5.553030780869475,5,0
manufacturing,11-50,other,3,36.40125360771106,5,0
healthcare,11-50,ads,1,52.469657201799066,4,0
retail,51-200,linkedin,2,30.95119488349645,22,0
finance,11-50,website,0,12.494346301955824,33,0
healthcare,500+,event,2,21.67325433811092,26,0
manufacturing,1-10,website,4,3.9856209050402365,114,0
technology,11-50,ads,5,20.879711511470866,4,1
education,11-50,website,6,9.030571509320142,129,0
finance,11-50,email,6,10.631070131643558,18,1
retail,11-50,email,6,16.76969335525186,7,0
retail,51-200,website,3,11.434729340391415,86,0
education,201-500,event,3,17.744851711941408,18,0
retail,500+,event,5,31.71494219174429,12,1
retail,201-500,website,2,45.004040298766476,7,1
technology,201-500,referral,4,22.146580674273345,9,1
finance,51-200,website,4,46.38560972821631,116,1
technology,201-500,event,4,27.83156713064729,10,1
retail,11-50,linkedin,5,34.20720045288434,114,1
finance,11-50,other,4,25.898385319712048,12,0
retail,11-50,linkedin,6,19.122088906384437,7,0
technology,11-50,referral,3,42.503849413573754,6,1
technology,11-50,event,0,20.590496199691092,15,1
retail,500+,ads,2,48.14131219132386,8,0
technology,11-50,referral,5,12.767009314406803,35,0
technology,1-10,linkedin,1,61.73865884946264,8,0
technology,11-50,referral,2,16.26965083242757,54,1
other,1-10,linkedin,7,11.826918462934998,53,0
retail,1-10,referral,2,25.412940319806097,10,1
healthcare,1-10,referral,5,21.203657210242017,42,0
healthcare,11-50,other,4,52.74218258697285,58,0
healthcare,11-50,other,2,14.571951016131573,26,1
manufacturing,51-200,linkedin,2,32.690496759213765,13,1
retail,51-200,email,1,48.002980837079775,17,0
technology,11-50,linkedin,0,15.471695566946183,46,0
technology,11-50,linkedin,2,6.270972593226698,10,1
technology,11-50,linkedin,3,5.560055283202804,12,1
retail,51-200,other,3,28.172286920288563,5,1
manufacturing,1-10,cold_call,2,31.696162138526514,15,0
healthcare,1-10,linkedin,3,50.97858175986828,2,0
technology,51-200,linkedin,2,23.13383157539471,11,1
technology,11-50,ads,5,12.194202540004463,14,1
other,1-10,website,2,7.841252405492166,8,1
healthcare,1-10,website,3,22.939210590864008,3,0
manufacturing,500+,ads,1,62.471121941662744,22,1
retail,201-500,email,4,20.740755735888868,60,0
healthcare,51-200,ads,0,9.29353657641518,12,0
technology,11-50,cold_call,1,31.29236274718046,8,1
technology,11-50,website,6,34.58091993469909,10,1
retail,500+,referral,3,37.94162404820462,59,0
manufacturing,500+,email,4,20.796820715403165,22,0
retail,1-10,event,5,5.394859095484809,4,1
finance,201-500,ads,8,37.96605255198555,37,1
technology,1-10,ads,7,26.038310524138343,5,0
other,1-10,cold_call,3,29.31858417286946,1,0
manufacturing,51-200,linkedin,3,50.73804912316741,8,1
healthcare,11-50,linkedin,1,26.685658427226244,5,0
